created_at,text
2019-06-07T15:00:00Z,"Based on Google searches, the estimated flu (influenza-like illness) rate for England on the 3rd of June, 2019 was 3.340 cases per 100,000 people with an average 7-day decrease rate of 12.869% compared to the previous 7-day period https://t.co/8DBGYWxOI4 #health #AI https://t.co/JuBVl2J2w6"
2019-06-07T15:20:46Z,Hi I woke up with the flu on graduation rehearsal day :)
2019-06-08T14:59:47Z,My 24hr flu has manifested into a head cold so catch me with nasal spray @ graduation today https://t.co/FX2AkjAkIh
2019-06-08T14:59:01Z,Been in bed all day. This is the worst flu I've had in awhile. 😭🤧
2019-06-08T14:58:16Z,"Recently had the flu shot

Now forced to sleep on a hospital floor and has the flu

https://t.co/CnBXNPzhF4"
2019-06-08T01:19:24Z,"@2ndfor1st @LilEarthling369 @Vbalance03 @and_McDowell @and_kell @markjarthur @jim_herd @ThisMomHCN @SuzieQT11 @miche371 @md444444444 @Just4TheCause @steffieschiltz @qtbeauty @Charbrevolution @RBuzzy1111 @DocMeehan @semperTT @debnantz @VeritasDolor @Joshua1_5 @eTweeetz @boglethemind “Have an outbreak”. As in, create one. As in, manufacture the perception. As in, a marketing scheme. 

As in; flu is 10% effective in 3% of the people who get it, but let’s tell the public “the flu vaccine is 20% or 30% effective”, &amp; never mention it mutates &amp; spreads MORE flu. https://t.co/CxzdwbK5k0"
2019-06-08T06:06:31Z,@Twine_Flu Jim brown is the worst idk how that’s get off my lawn lol
2019-06-08T14:57:27Z,@Twine_Flu I’ll die on the stop putting up Jim Brown as a hero hill forever haha
2019-06-08T14:57:08Z,"yuta bought vicks dayquil for cold and flu waaah yuta are you sick? please get well soon and please take care of yourself, don’t overwork too much ㅠㅠㅠㅠ😭 https://t.co/VDpNQXfVad"
2019-06-08T14:57:07Z,"1918 Pandemic Flu: “This study adds to the sparse data from Africa and provides substantial insights from the most devastating infec dis event in recorded history, suggesting that Kenya was as badly or worse affected by influ. as other parts of the world.” https://t.co/lzucKtHgsC"
2019-06-08T14:56:54Z,just realised this could sound Terrible so uh i'm talking like flu sick here
2019-06-08T14:56:34Z,Out of many nights why i have to face flu tonight!!!
2019-06-08T14:56:15Z,"Hoping to boost trade ties between the two neighbouring nations. #Kenya lifts embargo on poultry imports from #Uganda, with Uganda resuming beef exports to Kenya. Kenya had placed ban on importation of poultry in January 2017 after an outbreak of avian flu"
2019-06-08T14:55:57Z,"@keke_thekoeng My daughter has been having this long unending flu been to the Dr but lushintjo kute , so I remembered my grandmother's ways😂😂😂 she used to do the things that brought life to a child"
2019-06-08T13:48:17Z,Australia’s flu trend. I’m seeing this on the frontlines. https://t.co/O0JXADLAuY From @MackayIM https://t.co/y2vxWiPQT5
2019-06-08T14:54:50Z,"Erk.
UK Flu this winter is gonna be 🔥.
Get your vaccines, people. https://t.co/YzfIjHcPHg"
2019-06-08T14:54:45Z,"First curry had the flu, now he is fatigued, y’all tryna make excuses for what y’all not seeing him do, that he is supposed to be doing Bc he is so “great”"
2019-06-08T14:54:39Z,"@2d0e0161e501456 @theage Flue is associated with Chimneys old chap, Flu and Influenza go together."
2019-06-08T14:54:13Z,The Rastaman and Swine Flu - https://t.co/MBofeCcNtx #rasta #swineflu #comic https://t.co/2KSglYAvda
2019-06-08T14:52:40Z,"Flu
Ear infection
Conjunctivitis
Egg Bound
--What a fucking weekend this is gonna be"
2019-06-08T14:51:50Z,"Yuta is limping after music show today ㅜㅜㅜㅜ  also he got caught flu &amp; coughed non-stop at airport few days ago but still he did Vlive with fans today. Thank for your hardworking &amp; take care of yourself too 🥺🥺

https://t.co/VWQTBDGfwZ"
2019-06-08T14:51:44Z,Was wondering what strain of A was causing chaos...this is an interesting read as to why this flu season has been hell so far https://t.co/76oPL7koxN
2019-06-08T14:51:30Z,"Guys please don't train, run or gym when you have flu.

Someone who was fit tried to train through flu.

He had heart complications, now he is living with a heart condition &amp; he can't train for long as he runs out of breathe when his HR hits a specific number.

#90DayMovement"
2019-06-08T14:50:42Z,"Yuta is limping after music show today ㅜㅜㅜㅜ  also he got caught flu &amp; coughed non-stop at airport few days ago but still he did Vlive with fans today. Thank for your hardworking &amp; take care of yourself too 🥺🥺

https://t.co/VWQTBDGfwZ"
2019-06-08T14:49:17Z,It is most welcomed at this very moment @gary_hensel as I feel awful with an unrelenting flu bug. I accept it with love and grace. #ThankYou for sending it! Have a lovely weekend! https://t.co/8f1jycfkf8
2019-06-08T14:49:01Z,"Prisoner: Do that lor bird flu dance

Skola: That’s Scoota dance

Prisoner: I SAID DO IT BITCH‼️ https://t.co/0ODOYoxMVp"
2019-06-08T14:48:45Z,@_Montana_Bound_ @LeeRoss813 Yes. The length of time before symptoms start-up to 8 days after being exposed. Then it's like cold/flu symptoms which some people might dismiss. Airplanes are being used to transport migrants inland. Recycled air on planes.
2019-06-08T14:48:44Z,"Poor China if Mexico delivers this promise to Trump. African swine flu and armyworms are spreading &amp; hurting #China's farmers
Rising food prices &amp; unemployment (worsened by the trade war) can undermine  CCP's legitimacy to rule https://t.co/9YseoOhSNs"
2019-06-08T14:48:02Z,"""When you see a knifing outbreak in London, or community gang outbreak in Chicago . . . it’s like what happens with flu. One event leads to another then leads to another, then you have outbreaks."" https://t.co/dK6behK3WK"
2019-06-08T14:47:15Z,"@ashoswai We don’t want swine flu in our country, better you be out. Hell you Odia. Unesco doesn’t no the inside animal in you. 🐷"
2019-06-08T14:47:02Z,"@Jmossy17 ahaha thanks jmossy, i’m glad you got to experience the keto flu ;)"
2019-06-08T14:46:57Z,"Erk.
UK Flu this winter is gonna be 🔥.
Get your vaccines, people. https://t.co/YzfIjHcPHg"
2019-06-08T14:46:52Z,@luciannadz get the flu it works wonders
2019-06-08T14:46:35Z,EVERY FUCKUNG FLU SEASON I GET THE FUCKING FLU GOD DAMN IT
2019-06-08T14:45:43Z,"@iamhillzworld La bullshit, I have a flu 🤒 🤧"
2019-06-08T14:45:42Z,wearing hoodie for all day long bcs this fucking flu
2019-06-08T14:45:14Z,"If you caught a flu, you sneeze, contain it lah dog you sneezed 3-4 times on my mattress and my pillows are you like fucking dumb or what?"
2019-06-08T14:45:02Z,@melrobbins Not even this flu can hold me back 💪
2019-06-07T15:51:12Z,The 2018-19 #flu season claimed another child. The child died in late February but the death was only reported to @CDCgov last week. Additional deaths could still be reported but at present 114 children are known to have died of flu this past season. https://t.co/yD8j1bwICo
2019-06-08T04:28:46Z,"😷 Lab-confirmed #Flu in #Australia to 08JUN2019.
⚪ pink line are 2019 values
🤧 +2,011 lab-confirmed cases added overnight (+1,820 to June, +159 to May, +27 to Apr &amp; +2 Mar, +2 Feb, &amp; +1 Jan) 
🤧 74,666 cases nationally for 2019 so far https://t.co/0f5tJRNNgO"
2019-06-08T14:44:22Z,"😷This weeks #influenza (#flu) thread for Australia's States and Territories
🤧first, latest fortnightly national #flu report with data to 02JUN2019
Source: https://t.co/0C0zuPk4Jl
🤧no indication of impact or potential severity of the 2019 season at this time"
2019-06-08T04:31:10Z,"😷 recent daily changes in #flu cases

NB: in reviewing recent tweets there have a couple of errors for which I apologise (wrong graph attached, a total not updated etc). Will endeavour to quality check more carefully going forward. 🙏😟 https://t.co/YsVEOrsNA5"
2019-06-08T14:44:05Z,"Yuta is limping after music show today ㅜㅜㅜㅜ  also he got caught flu &amp; coughed non-stop at airport few days ago but still he did Vlive with fans today. Thank for your hardworking &amp; take care of yourself too 🥺🥺

https://t.co/VWQTBDGfwZ"
2019-06-08T14:43:55Z,"#bill47 will kill people by forcing people to go to work sick and send their sick kids to school. Our toddler died because of a flu outbreak in our daughter's classroom, but your government doesn't value people. There will be more families like ours. #redtape is people. #onpoli https://t.co/pizc9oDIpl"
2019-06-08T14:43:41Z,Strepsils are so addictive #ill #flu 🤧🤒
2019-06-08T14:43:17Z,"Grinding
Power
Nade
Tjack
Bandit
Stumpy
Gherbs
Quil
Flu
YoungDirk
Stahtistics

All these people showed interest in playing in the tourney, who want a chance to beat them?👀 

No excuse for being underrated anymore, DMS OPEN💯"
2019-06-08T14:43:10Z,i had the stomach flu earlier this week and my brother just said he felt sick https://t.co/QNOlCEFROR
2019-06-08T14:42:44Z,"Am riddled with flu, sharing is caring so here’s the best medicine.... You will be back on your feet in no time simply because the idea of downing this disgusting concoction too many times forces… https://t.co/0H2BrZwdUE"
2019-06-08T14:42:34Z,"Yuta is limping after music show today ㅜㅜㅜㅜ  also he got caught flu &amp; coughed non-stop at airport few days ago but still he did Vlive with fans today. Thank for your hardworking &amp; take care of yourself too 🥺🥺

https://t.co/VWQTBDGfwZ"
2019-06-08T14:42:09Z,"@TheScienceDoc I don’t like some some of them have a history of using aborted fetal cells, that is not cool. I also don’t like very ineffective ones being FORCED on healthcare workers (the flu). Besides that I think they are good &amp; help save lives."
2019-06-07T22:54:18Z,Flu Shots Not Only Dangerous But Ineffective https://t.co/OH2fYvpXxd
2019-06-08T14:41:05Z,"Thyme Destroys Strep Throat, Flu Virus, And Fights Respiratory Infections https://t.co/WIXMHaDI4F"
2019-06-08T14:40:54Z,I woke up feeling like crap... I think the flu I’ve been fighting off finally hit me like a bus
2019-06-08T14:40:08Z,"Please pray for my friend/sister.  I thought she wasn't being serious lastnight... called her just now and she said the same thing. 
Her sickness started off as Flu and now she can't eat nor walk. How dare this Dr. says this when they can't even figure out what's wrong with her😭 https://t.co/hNf5Ue4mUb"
2019-06-08T14:40:01Z,"eunji said she has a bit of a flu explaining her raspy voice 😭 

eunji also said that because of her packed &amp; busy schedules she's tired but what keeps her going is the thankful heart she has towards the fans 😟"
2019-06-08T14:39:49Z,Is swine flu a thing again? Third person i know has it now...
2019-06-08T14:39:42Z,@jujujuwx @yuhanisssradey You're just a kid with flu dripping off your nostrils
2019-06-08T14:39:41Z,@philipnolan1 @trezann @milnem I thought it was the other way around- those who didn't have any flu immunity (the young) and those who had lost theirs (the old) were safe. Those in between were the worst affected.
2019-06-08T14:39:24Z,@phira Ohhhh noes. I'm so sorry. Flu?
2019-06-08T14:39:05Z,It is most welcomed at this very moment @gary_hensel as I feel awful with an unrelenting flu bug. I accept it with love and grace. #ThankYou for sending it! Have a lovely weekend! https://t.co/8f1jycfkf8
2019-06-08T14:38:32Z,"Couldnt believe that after the ticketing today body just broke down and got a flu 😷 ok, i got it, 1 luck then 1 bad luck for balance"
2019-06-08T14:38:14Z,@JGanschow I read it’s the “longest flu season” in 10 years. It’s been awful. Do not recommend 😅
2019-06-08T14:37:48Z,So I really need to talk to my doctor because my reaction to that mosquito bite felt like the flu . And now it’s gone I feel better ... but yeesh
2019-06-08T14:37:40Z,"Thanks for sticking around everyone. I guess you're all drunk, on flu meds... or just out having real lives and what not and not taking any notice of twitter. https://t.co/fUHFMmip2V"
2019-06-08T14:37:20Z,Please say it’s not man flu
2019-06-08T14:37:04Z,Keanu Reeves gets the stomach flu: Keanu Heaves https://t.co/nkD6Q4Xh1W
2019-06-08T14:36:50Z,"My life involves 2-4 medical appointments a week. I have better things to do with my time than hang out in #emergencymedicine at 5am. 
I left my lovely comfy pillow nest because I COULD NOT BREATH.
Telling me it is the flu and sending me home is asinine and reckless."
2019-06-08T14:36:14Z,"#NHS staff who don't get the flu #vaccine 'could wear a LABEL' because patients have the right to know and ask why, says England's Chief Medical Officer https://t.co/W44EIvJQUw https://t.co/QuaQ9W4XnF"
2019-06-08T14:34:51Z,This flu got me the one day it’s actually warm I hate winter so much this season is so hood
2019-06-08T14:34:51Z,"Scary @jono5b @HughesGethin @TeamWsht 
Look at the graph - Australian ‘flu this year compared to 2 years ago 😱 https://t.co/rvIcP7xQky"
2019-06-08T14:34:28Z,Flu? At your age? https://t.co/vEKMAEZed8
2019-06-08T14:34:26Z,@SilverianKing Flu or what?
2019-06-08T14:32:02Z,Well worth braving the wet weather today. Probably end up with flu tomorrow but was well worth it. 😂😂 https://t.co/iG91mq5d8Q
2019-06-08T14:31:37Z,Fifa street making a come back 👀 can remember when the first one come out and my mum got me it when I had the flu. Spent the next week off school sweating it out on the ps2.
2019-06-08T06:35:33Z,Flu is showing me flames 😭😭😭
2019-06-08T14:31:36Z,This flu gone put me in a grave
2019-06-08T14:31:26Z,"Check out our #podcast interview with 8 year @NFL veteran @flu_dot_com 

Listen here: https://t.co/4vcFXKfy6j 

He had great stories about his time with @FSUFootball and Coach Bowden #GrandpaDrivers https://t.co/MdZyhloVPu"
2019-06-08T14:31:16Z,@SarahKernig @lexgarv Woke up one morning thinking I had strep or the flu...flu test came back negative so they gave me tamiflu anyways?? Ended up throwing up so much I had to go to the hospital just to find out...I had strep. Was home from campus for five days lol
2019-06-08T14:31:07Z,Hoping this isn't oncoming flu or something. https://t.co/ut6Iw5zOBx
2019-06-08T14:31:07Z,"Doctors are highly concerned about the care children are receiving in @CBP custody. Carlos Gregorio Hernández Vásquez—who died from the flu—should have been taken to a medical facility but, tragically, he died in detention.  
https://t.co/8JtptVKD5T"
2019-06-08T14:31:03Z,"Yuta is limping after music show today ㅜㅜㅜㅜ  also he got caught flu &amp; coughed non-stop at airport few days ago but still he did Vlive with fans today. Thank for your hardworking &amp; take care of yourself too 🥺🥺

https://t.co/VWQTBDGfwZ"
2019-06-08T14:31:01Z,"@pinkpanzer122 @Mangan150 That's probably just getting towards the point where you'll feel the worst. Many people go through ""keto flu"" which can last a week to 10 days, sometimes longer. It's your body becoming fat adapted."
2019-06-08T14:30:34Z,@stonesourdest Lmao sucks that I already have the flu so I already had the symptoms 😂
2019-06-08T14:30:29Z,"Q: What did the chicken say when he is diagnosed with bird flu?

A: Ayam sakit (I-am-sick)"
2019-06-08T14:30:19Z,@barcacentre Pray for Frenkie De Jong and all other youngsters under Valmierda. I hope Frenkie dosen't also turn into a side passing machine. This flu called Valmierda should be sacked before he destroys our youngsters further.
2019-06-08T14:30:16Z,"Am in sheets whole day, lapho it happening la Newtown music all over, damn thx to u flu ndini"
2019-06-08T14:29:43Z,Day 4 stomach flu https://t.co/WkL4hvIOwR
2019-06-08T14:30:15Z,"Me: I feel great, I'm going to get up early and clean and stream and....

My Body: How about the Stomach Flu https://t.co/cCItmfxak8"
2019-06-08T14:29:52Z,I've reached the peak of my flu...time to watch pulp fiction
2019-06-08T14:29:17Z,This winter EDs in the U.K. have seen even higher numbers /pressure but less media interest due to the #Brexit #MuppetFest - now we have 6 months to prep for a proper winter /  flu bomb #Goodluck #BuyBunkBeds https://t.co/0SE41AOXEO
2019-06-08T14:28:04Z,"Yuta is limping after music show today ㅜㅜㅜㅜ  also he got caught flu &amp; coughed non-stop at airport few days ago but still he did Vlive with fans today. Thank for your hardworking &amp; take care of yourself too 🥺🥺

https://t.co/VWQTBDGfwZ"
2019-06-08T14:27:44Z,"The 1918 influenza pandemic killed nearly 2x as many people as WW1

1918 flu: 50M+ mortalities (Knobler)
WW1: 15M+ soldier mortalities (US gov data) + varying civilian ests"
2019-06-08T14:26:36Z,"Prevent the next viral #pandemic (akin to the return of the 1918 Spanish flu). https://t.co/k73boXe8lk ""A two-amino acid change in the #hemagglutinin of the 1918 influenza virus abolishes transmission"" (2007) Stop the nonsense about viral #evolution! Save billions (dollars/lives)"
2019-06-08T12:33:16Z,"@WHOCCFluMelb 😷In Victoria, #Flu cases are well up
🤒+2,049 in week ending 25MAY
🤒13,214 year-to-date (unhelpful monthly graph below) 
🤒7.6x above YTD 5-year mean 
🤒lots of picornaviruses (rhinovirus &amp; enterovirus) https://t.co/HoOvq60IVl"
2019-06-08T11:47:14Z,"Very important contribution on the impact of the 1918-20 ‘Spanish flu’ pandemic in Africa just published in @TropicalmedMDPI @Marshehan @honigsbaum @patricia1_marsh @milnem @H7N9Influenza @London_darkside @history2wheeler 
https://t.co/tCdGskAarY"
2019-06-08T12:33:10Z,"@WHOCCFluMelb 😷 Tasmania seeing a drop in #Flu cases but still at levels that are well above expected, historical inter-seasonal levels
🤧 Source: https://t.co/36bDlfLuhW https://t.co/Ve2txRXt4R"
2019-06-08T14:27:25Z,"Among the many Australians buried @CWGC Stratford Sub Castle, lies Nurse Robson. Wife of Sgt Maj Chas Robson. She contracted Spanish flu while caring for his men  #WW1 https://t.co/GnyVNNHMb6"
2019-06-08T14:27:24Z,"@laynamai Omg,, yes keep an eye on it and any other flu like symptoms , go dr right away and tell them you been bit by a tick ❤️❤️"
2019-06-08T14:27:08Z,Feel the flu setting in.. mme ya yaka waitse....
2019-06-08T14:26:46Z,Still feel like crap. Thought it was maybe strep ( which I get way too often) but now I think it's a flu virus.  I'm drinking copious amounts of ginger lemon tea and staying in bed. Boring!
2019-06-08T14:26:36Z,Can this flu stop already im so tired lah🤧😷
2019-06-08T14:26:36Z,"When you have houseguests and their 2 year-old son comes down with the stomach flu... 🤢 

So, to take my mind off the situation,I’m making my summer reading list. 

Please send all your fav YA recommendations (any genre) to distract me... please!"
2019-06-08T14:26:26Z,@winewoosan i’ve got no makeup on my hair is oily i’m wearing sweats and to make it better i’m sick with the flu https://t.co/WgtK5AIwWx
2019-06-08T14:26:09Z,"Outchea with my collapsed ankle, flu and no phone. PARADISE"
2019-06-08T14:26:05Z,"last day of the vacation = 
first day of a killer flu 😥 🤒"
2019-06-08T14:25:29Z,I want to thank @LadieKg for giving me the flu she has 💕 you truly believe in the gift of giving. Degenerous queen 👸🏾
2019-06-08T14:25:12Z,"Yuta is limping after music show today ㅜㅜㅜㅜ  also he got caught flu &amp; coughed non-stop at airport few days ago but still he did Vlive with fans today. Thank for your hardworking &amp; take care of yourself too 🥺🥺

https://t.co/VWQTBDGfwZ"
2019-06-08T14:24:43Z,Flu meds and bed https://t.co/5okBIS1wYA
2019-06-08T14:24:41Z,@BBbmarsh @Havok_2O18 Oh please...red states wouldn’t survive a single flu season as an independent nation.
2019-06-08T14:24:40Z,"Down with a flu 😓😞

*consti paper is waving at you"
2019-06-08T14:24:36Z,"@edennpark Hello! I heard you got a flu, are you okay now?"
2019-06-08T14:24:27Z,my arm still hurts from my flu shot...sweetie it’s been days
2019-06-08T14:24:11Z,"Yuta is limping after music show today ㅜㅜㅜㅜ  also he got caught flu &amp; coughed non-stop at airport few days ago but still he did Vlive with fans today. Thank for your hardworking &amp; take care of yourself too 🥺🥺

https://t.co/VWQTBDGfwZ"
2019-06-08T14:23:00Z,Just woke up from sleep bcs im having a bad flu haih
2019-06-08T14:23:00Z,"Yuta is limping after music show today ㅜㅜㅜㅜ  also he got caught flu &amp; coughed non-stop at airport few days ago but still he did Vlive with fans today. Thank for your hardworking &amp; take care of yourself too 🥺🥺

https://t.co/VWQTBDGfwZ"
2019-06-08T14:22:53Z,having my periods and the flu at the same time is probably the worst combination ever
2019-06-08T14:21:59Z,"Having a fucking flu is not a fucking great, won't fucking drink san mig with fucking so much ice ever fucking again"
2019-06-08T14:21:47Z,"Nature’s Way Sambucus Elderberry Gummies – Keeps Colds And Flu Away 
Keep your immune system strong and healthy https://t.co/lA5kwPQJli https://t.co/bLFHiN68RU"
2019-06-08T14:20:50Z,"Yuta is limping after music show today ㅜㅜㅜㅜ  also he got caught flu &amp; coughed non-stop at airport few days ago but still he did Vlive with fans today. Thank for your hardworking &amp; take care of yourself too 🥺🥺

https://t.co/VWQTBDGfwZ"
2019-06-08T14:20:37Z,@100MegaGNA It's just a flu. This was supposed to be the weekend I take my dad to see it but I still have a fever and headache. I'm feeling better now though.
2019-06-08T14:20:37Z,Keriangan diteruskan pada raya ke 4 💚 Alhamdulillah fever reducing but flu &amp; cough still stay strong thus I have a very sexy voice today 😅 Pale face don’t care 😉 #rayakinibersuami… https://t.co/lYF3AGl2SQ
2019-06-08T14:20:26Z,"@Ascension_Guide @TheArchitect009 @terryatthebeach @Devine_freedom @TheAmericanLef1 @celtgunn @_twiceborn_ @ThomasFines @TheMacAnon @FashionabAnon @hogansgoat2423 @Babyl0nNTing @emmity_gauged @MvaRogier @Nasty_1_ @markofkzane @MaryShew @FederalistNo78 @LavenderLives @P0A_Triot23 @jonannasue @TH3D3NOfficial @TH3D3N0fficial @mlemons1970 @AnonymousEagle4 @G_D_Plorable @_Montana_Bound_ @paulacblades001 @Larp_Hunter @squirrelpigeon @LeeRoss813 @KAT40811334 @DJ2779 @robin_ked @DMatwichuk @Annas_spot @JHHoel @ghostofdenali @signup55765001 @basedinfidel8 @jharlomarshall @flyunderAmericn @piprincess @MaryMar72308946 @angerose56 @sunof_god @BillZankich @4heartandsoul @_Love_Anon Yikes...would surely reduce numbers in US to “manageable” population ➡️ NWO. My relative went from family of 7 kids to 2 in ONE WEEK bc of flu of 1918. THEY have that virus in storage somewhere. Rod Rosenstein’s sister runs CDC vaccinations. That’s some Leverage.
@bbusa617 https://t.co/qqvgVvSKz1"
2019-06-08T14:18:49Z,@CathrionaK1 hopefully not! I think the flu season kicked off earlier than usual in Aus but I dont think it is clear yet whether it is actually higher severity that usual.
2019-06-08T14:18:16Z,"Yuta with his flu pills, Taeyong and his cervical collar... They are clearly overworked! I know it's important to keep the momentum going for promos when your name is in the hype but pushing them this way is too much. Too much. I'm so worried for the boys. 😢😞"
2019-06-08T14:17:00Z,the flu has returned
2019-06-08T14:16:55Z,"Yuta is limping after music show today ㅜㅜㅜㅜ  also he got caught flu &amp; coughed non-stop at airport few days ago but still he did Vlive with fans today. Thank for your hardworking &amp; take care of yourself too 🥺🥺

https://t.co/VWQTBDGfwZ"
2019-06-08T14:16:14Z,@fuckin_bayley Ufff! Good thing that flu missed me. 😅
2019-06-08T14:15:49Z,Can ya get the flu in June? I woke up feeling like death and nearly puked on a cat.
2019-06-08T14:15:40Z,"@SarahKernig Had the flu, they misdiagnosed me and gave me “cramp medicine” which turned out to be top grade anti-depressants."
2019-06-08T14:14:43Z,"I survived both the film club last night, and I managed to do Beach Clean Up. So now I am home and finally indulging this flu I've caught by staying in bed until the foreseeable future 8'D Sorry if I don't like/RT stuff or miss things. I'm tired and twitter can be scary/stressful"
2019-06-08T14:14:32Z,"@ViraBurnayeva Not quite right.  I make it 319,616.  That is the volume difference between a human body and a 0.25 ml flu shot.

Who wants to be the first to step up for their 10,000 shots?  I'll help..."
2019-06-08T14:14:03Z,"San Diego has 8 immigration Judges back log of 6,000 cases right now next month will jump to 24,000 thousand.
Many illegals sick with flu and measles
Dangerous to Americans
Newsom doesn't care"
2019-06-08T14:13:31Z,American couple dies in Fiji. Health officials don’t know why. They are investigating. One theory is they contracted a virulent flu or ILI https://t.co/T7KFz47x2p
2019-06-08T02:45:22Z,"@Jordan_Sather_ @shadygrooove Whoa...nice one.
So you know how THEY are always pushing Flu Shot? Know a woman who got a rare autoimmune disease, left her blind till treatment...doc from prestigious University called HER to ask if she had FLU SHOT bc they are seeing a correlation bw Shot &amp; terrible illness.☠️"
2019-06-08T14:13:15Z,"@Ascension_Guide @TheArchitect009 @terryatthebeach @Devine_freedom @TheAmericanLef1 @celtgunn @_twiceborn_ @ThomasFines @TheMacAnon @FashionabAnon @hogansgoat2423 @Babyl0nNTing @emmity_gauged @MvaRogier @Nasty_1_ @markofkzane @MaryShew @FederalistNo78 @LavenderLives @P0A_Triot23 @jonannasue @TH3D3NOfficial @TH3D3N0fficial @mlemons1970 @AnonymousEagle4 @G_D_Plorable @_Montana_Bound_ @paulacblades001 @Larp_Hunter @squirrelpigeon @LeeRoss813 @KAT40811334 @DJ2779 @robin_ked @DMatwichuk @Annas_spot @JHHoel @ghostofdenali @signup55765001 @basedinfidel8 @jharlomarshall @flyunderAmericn @piprincess @MaryMar72308946 @angerose56 @sunof_god @BillZankich @4heartandsoul @_Love_Anon Yikes...would surely reduce numbers in US to “manageable” population ➡️ NWO. My relative went from family of 7 kids to 2 in ONE WEEK bc of flu of 1918. THEY have that virus in storage somewhere. Rod Rosenstein’s sister runs CDC vaccinations. That’s some Leverage.
@bbusa617 https://t.co/qqvgVvSKz1"
2019-06-08T14:12:27Z,"First curry had the flu, now he is fatigued, y’all tryna make excuses for what y’all not seeing him do, that he is supposed to be doing Bc he is so “great”"
2019-06-08T14:12:14Z,and he apologised because last time he was here he had the flu and his voice wasnt at his best like!!!!! he apologised!!!!!!!
2019-06-08T14:07:21Z,"@BlotReport @davrosz I get that Blot...and of course I'm not denying it's a good thang there's now vaccinations for these illnesses. But there's also a massive death rate due to  influenza so considering there's a ""flu shot"", why isn't that mandatory? Why are measles &amp; chicken pox headline-making?"
2019-06-08T14:12:13Z,"@cousincat @davrosz Good question. I don't know. I have my flu vaccination every year, not because I am afraid of kicking the bucket, but because I don't like feeling shithouse. I haven't had the flu since I started vaccinating (for free, at work)"
2019-06-08T14:11:34Z,"@cousincat @davrosz Good question. I don't know. I have my flu vaccination every year, not because I am afraid of kicking the bucket, but because I don't like feeling shithouse. I haven't had the flu since I started vaccinating (for free, at work)"
2019-06-08T14:11:13Z,@hopebrown1856 I literally went to work this year (unknowingly) with the flu. I ended up in the hospital because I pushed myself too hard and didn’t want to miss since I’d already been out so much due to court.
2019-06-08T14:11:07Z,"Sending best wishes to 💐Sue 💐in Perth who has been down with the flu in hospital   
Also darling 💐Princess Val 💐 she is also in hospital in Melbourne  
To all Clannies look after yourselves 💙💛
@suehenthorn @valnoble"
2019-06-08T14:10:33Z,"Grinding
Power
Nade
Tjack
Bandit
Stumpy
Gherbs
Quil
Flu
YoungDirk
Stahtistics

All these people showed interest in playing in the tourney, who want a chance to beat them?👀 

No excuse for being underrated anymore, DMS OPEN💯"
2019-06-08T14:10:31Z,I think I have man flu
2019-06-08T14:10:24Z,This flu made me loose some more weight..#ICant😫😫
2019-06-08T14:10:11Z,"I've slept for about 9 hours and apparently it's still not enough. My body has decided it's in full-on flare, which means I feel like I've been slammed with the flu. I guess I did too much all week, then still went to a movie last night and that was the final straw 😥 https://t.co/ZYZjvV2Q27"
2019-06-08T14:10:09Z,"Yuta is limping after music show today ㅜㅜㅜㅜ  also he got caught flu &amp; coughed non-stop at airport few days ago but still he did Vlive with fans today. Thank for your hardworking &amp; take care of yourself too 🥺🥺

https://t.co/VWQTBDGfwZ"
2019-06-08T14:10:01Z,"Yuta is limping after music show today ㅜㅜㅜㅜ  also he got caught flu &amp; coughed non-stop at airport few days ago but still he did Vlive with fans today. Thank for your hardworking &amp; take care of yourself too 🥺🥺

https://t.co/VWQTBDGfwZ"
2019-06-08T14:09:01Z,"Down with the flu and it looks like everyone on the planet is getting a solid workout in, while my housekeeper is frying my second batch of yam and eggs 😭"
2019-06-08T14:08:41Z,"@captain_hoho @fath0bbit Man Flu is a very serious illbesd, Chuck."
2019-06-08T14:08:00Z,"Yuta is limping after music show today ㅜㅜㅜㅜ  also he got caught flu &amp; coughed non-stop at airport few days ago but still he did Vlive with fans today. Thank for your hardworking &amp; take care of yourself too 🥺🥺

https://t.co/VWQTBDGfwZ"
2019-06-08T14:07:53Z,"The shots are very small and are subcutaneous, under the skin in the fatty part of your arm and not into the muscle like a flu shot. I got one in each arm since each carried different allergens. There's no sore arm like after a flu shot which I was very happy about"
2019-06-08T14:07:53Z,flu sorethroat ahh
2019-06-08T14:05:44Z,Does anyone get the stomach flu when in Mexico???? Or is that just me??
2019-06-08T14:05:12Z,"Young Flu ♥️💚🇮🇹🤜🤛
@youngfluoficial https://t.co/m37GyYBYhg"
2019-06-08T14:04:46Z,"Yuta is limping after music show today ㅜㅜㅜㅜ  also he got caught flu &amp; coughed non-stop at airport few days ago but still he did Vlive with fans today. Thank for your hardworking &amp; take care of yourself too 🥺🥺

https://t.co/VWQTBDGfwZ"
2019-06-08T14:04:44Z,@Alexthemememake I have the flu
2019-06-08T14:04:37Z,"I came to get some Iron from the mines but I got the flu. 

So ... I guess we can say I

Flu

Back to the forge."
2019-06-08T14:04:27Z,Researching Flu Vaccine Safety for Immunotherapy Patients https://t.co/U8z0E0IECE #cancercare #fridaymotivation via @sloan_kettering https://t.co/B4LqIWNRbI
